,PRICE,Equi_Width,Equi_Depth
980,739500.0,660000.0-770000.0,"(678253.0, 750000.0]"
981,1280000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
982,0.0,0.0-110000.0,"(-1.0, 98000.0]"
983,1252200.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
984,935000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
985,320000.0,220000.0-330000.0,"(305800.0, 348740.0]"
986,0.0,0.0-110000.0,"(-1.0, 98000.0]"
987,4300000.0,4290000.0-4400000.0,"(1450000.0, 11000000.0]"
988,,,
989,,,
990,879000.0,770000.0-880000.0,"(825000.0, 918200.0]"
991,1000000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
992,0.0,0.0-110000.0,"(-1.0, 98000.0]"
993,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
994,0.0,0.0-110000.0,"(-1.0, 98000.0]"
995,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
996,0.0,0.0-110000.0,"(-1.0, 98000.0]"
997,0.0,0.0-110000.0,"(-1.0, 98000.0]"
998,790000.0,770000.0-880000.0,"(750000.0, 825000.0]"
999,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1000,,,
1001,575000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1002,1545000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
1003,872500.0,770000.0-880000.0,"(825000.0, 918200.0]"
1004,,,
1005,840000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1006,,,
1007,1000000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
1008,1135000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1009,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1010,,,
1011,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1012,710000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1013,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1014,1345875.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
1015,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1016,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1017,1300000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1018,689000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1019,556600.0,550000.0-660000.0,"(545000.0, 604600.0]"
1020,436000.0,330000.0-440000.0,"(432500.0, 489632.0]"
1021,1249000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1022,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1023,,,
1024,1250000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1025,1071480.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
1026,,,
1027,1035000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
1028,,,
1029,2850000.0,2750000.0-2860000.0,"(1450000.0, 11000000.0]"
1030,894000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1031,490000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1032,,,
1033,347000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1034,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1035,1605000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
1036,336000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1037,1952000.0,1870000.0-1980000.0,"(1450000.0, 11000000.0]"
1038,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1039,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1040,,,
1041,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1042,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1043,2100000.0,2090000.0-2200000.0,"(1450000.0, 11000000.0]"
1044,,,
1045,7785000.0,7700000.0-7810000.0,"(1450000.0, 11000000.0]"
1046,770000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1047,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1048,,,
1049,762000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1050,910000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1051,,,
1052,,,
1053,2800000.0,2750000.0-2860000.0,"(1450000.0, 11000000.0]"
1054,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1055,1615000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
1056,,,
1057,445700.0,440000.0-550000.0,"(432500.0, 489632.0]"
1058,980100.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1059,835000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1060,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1061,2600000.0,2530000.0-2640000.0,"(1450000.0, 11000000.0]"
1062,,,
1063,,,
1064,1640000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
1065,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1066,936000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1067,,,
1068,1183000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1069,1172500.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1070,850000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1071,815000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1072,840000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1073,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1074,1270000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1075,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1076,1125000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1077,1310500.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1078,,,
1079,1150000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1080,545000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1081,1150000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1082,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1083,795000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1084,,,
1085,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1086,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1087,950000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1088,1218000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1089,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1090,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1091,,,
1092,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1093,,,
1094,3200000.0,3190000.0-3300000.0,"(1450000.0, 11000000.0]"
1095,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1096,777000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1097,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1098,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1099,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1100,,,
1101,2360000.0,2310000.0-2420000.0,"(1450000.0, 11000000.0]"
1102,,,
1103,755000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1104,282000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1105,787870.0,770000.0-880000.0,"(750000.0, 825000.0]"
1106,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1107,770000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1108,430000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1109,,,
1110,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1111,,,
1112,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1113,1170000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1114,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1115,900000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1116,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1117,,,
1118,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1119,565000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1120,760000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1121,485000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1122,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1123,1075000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
1124,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1125,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1126,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1127,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1128,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1129,,,
1130,759000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1131,,,
1132,,,
1133,1239000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1134,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1135,,,
1136,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1137,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1138,1240000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1139,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1140,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1141,658000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1142,260000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1143,670000.0,660000.0-770000.0,"(604600.0, 678253.0]"
1144,1395000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
1145,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1146,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1147,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1148,,,
1149,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1150,425000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1151,575000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1152,145000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1153,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1154,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1155,,,
1156,1125000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1157,,,
1158,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1159,,,
1160,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1161,1032300.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
1162,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1163,1549000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
1164,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1165,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1166,509000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1167,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1168,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1169,599000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1170,373000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1171,,,
1172,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1173,638000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1174,857777.0,770000.0-880000.0,"(825000.0, 918200.0]"
1175,739000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1176,1250000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
1177,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1178,754500.0,660000.0-770000.0,"(750000.0, 825000.0]"
1179,563001.0,550000.0-660000.0,"(545000.0, 604600.0]"
1180,840000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1181,852500.0,770000.0-880000.0,"(825000.0, 918200.0]"
1182,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1183,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1184,500000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1185,65000.0,0.0-110000.0,"(-1.0, 98000.0]"
1186,,,
1187,171000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1188,735000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1189,645000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1190,610000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1191,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1192,970000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1193,430000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1194,245000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1195,917000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1196,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1197,285000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1198,,,
1199,,,
1200,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1201,,,
1202,699000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1203,584000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1204,,,
1205,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1206,222000.0,220000.0-330000.0,"(195000.0, 238000.0]"
1207,,,
1208,679000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1209,90550.0,0.0-110000.0,"(-1.0, 98000.0]"
1210,,,
1211,525000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1212,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1213,432000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1214,530000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1215,402000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1216,,,
1217,,,
1218,249000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1219,190000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1220,,,
1221,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1222,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1223,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1224,118550.0,110000.0-220000.0,"(98000.0, 129000.0]"
1225,575000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1226,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1227,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1228,675000.0,660000.0-770000.0,"(604600.0, 678253.0]"
1229,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1230,,,
1231,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1232,397500.0,330000.0-440000.0,"(389720.0, 432500.0]"
1233,327128.0,220000.0-330000.0,"(305800.0, 348740.0]"
1234,810000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1235,,,
1236,,,
1237,,,
1238,915000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1239,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1240,190000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1241,,,
1242,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1243,530000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1244,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1245,760000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1246,,,
1247,,,
1248,85000.0,0.0-110000.0,"(-1.0, 98000.0]"
1249,1200000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1250,715000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1251,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1252,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1253,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1254,585000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1255,,,
1256,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1257,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1258,275000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1259,580000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1260,500000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1261,276000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1262,,,
1263,525000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1264,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1265,413000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1266,609000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1267,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1268,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1269,730000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1270,,,
1271,488000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1272,385000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1273,,,
1274,,,
1275,,,
1276,930000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1277,340000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1278,65000.0,0.0-110000.0,"(-1.0, 98000.0]"
1279,112000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1280,845000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1281,460000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1282,125000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1283,,,
1284,,,
1285,,,
1286,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1287,265000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1288,260000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1289,500000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1290,,,
1291,313000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1292,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1293,98200.0,0.0-110000.0,"(98000.0, 129000.0]"
1294,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1295,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1296,760000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1297,839500.0,770000.0-880000.0,"(825000.0, 918200.0]"
1298,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1299,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1300,555000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1301,386600.0,330000.0-440000.0,"(348740.0, 389720.0]"
1302,,,
1303,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1304,399000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1305,735000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1306,724400.0,660000.0-770000.0,"(678253.0, 750000.0]"
1307,,,
1308,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1309,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1310,239000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1311,,,
1312,265000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1313,640000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1314,,,
1315,,,
1316,876300.0,770000.0-880000.0,"(825000.0, 918200.0]"
1317,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1318,,,
1319,569900.0,550000.0-660000.0,"(545000.0, 604600.0]"
1320,95000.0,0.0-110000.0,"(-1.0, 98000.0]"
1321,690000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1322,705000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1323,,,
1324,448000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1325,359450.0,330000.0-440000.0,"(348740.0, 389720.0]"
1326,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1327,1621000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
1328,,,
1329,800000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1330,385000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1331,190000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1332,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1333,758000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1334,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1335,,,
1336,,,
1337,575000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1338,587500.0,550000.0-660000.0,"(545000.0, 604600.0]"
1339,439000.0,330000.0-440000.0,"(432500.0, 489632.0]"
1340,818000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1341,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1342,,,
1343,319920.0,220000.0-330000.0,"(305800.0, 348740.0]"
1344,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1345,525000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1346,340000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1347,,,
1348,,,
1349,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1350,280000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1351,,,
1352,,,
1353,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1354,630000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1355,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1356,340000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1357,899000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1358,680000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1359,,,
1360,355000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1361,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1362,,,
1363,415000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1364,1325000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
1365,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1366,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1367,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1368,459000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1369,810000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1370,420000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1371,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1372,145000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1373,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1374,340000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1375,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1376,,,
1377,660000.0,660000.0-770000.0,"(604600.0, 678253.0]"
1378,708000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1379,559000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1380,,,
1381,463500.0,440000.0-550000.0,"(432500.0, 489632.0]"
1382,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1383,764000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1384,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1385,375000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1386,,,
1387,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1388,399000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1389,620000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1390,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1391,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1392,565583.0,550000.0-660000.0,"(545000.0, 604600.0]"
1393,128000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1394,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1395,825000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1396,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1397,425000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1398,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1399,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1400,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1401,215000.0,110000.0-220000.0,"(195000.0, 238000.0]"
1402,98326.0,0.0-110000.0,"(98000.0, 129000.0]"
1403,65306.0,0.0-110000.0,"(-1.0, 98000.0]"
1404,367000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1405,600000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1406,197535.0,110000.0-220000.0,"(195000.0, 238000.0]"
1407,,,
1408,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1409,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1410,,,
1411,837000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1412,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1413,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1414,,,
1415,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1416,,,
1417,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1418,85000.0,0.0-110000.0,"(-1.0, 98000.0]"
1419,825000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1420,,,
1421,,,
1422,421900.0,330000.0-440000.0,"(389720.0, 432500.0]"
1423,122000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1424,618000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1425,640000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1426,338625.0,330000.0-440000.0,"(305800.0, 348740.0]"
1427,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1428,475000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1429,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1430,749900.0,660000.0-770000.0,"(678253.0, 750000.0]"
1431,370500.0,330000.0-440000.0,"(348740.0, 389720.0]"
1432,62618.0,0.0-110000.0,"(-1.0, 98000.0]"
1433,,,
1434,535000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1435,,,
1436,170000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1437,425000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1438,,,
1439,,,
1440,472000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1441,218000.0,110000.0-220000.0,"(195000.0, 238000.0]"
1442,101550.0,0.0-110000.0,"(98000.0, 129000.0]"
1443,540000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1444,155000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1445,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1446,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1447,552000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1448,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1449,375000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1450,569000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1451,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1452,,,
1453,,,
1454,175000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1455,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1456,,,
1457,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1458,850000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1459,399000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1460,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1461,400000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1462,654000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1463,715000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1464,439900.0,330000.0-440000.0,"(432500.0, 489632.0]"
1465,620000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1466,610000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1467,155000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1468,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1469,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1470,,,
1471,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1472,98000.0,0.0-110000.0,"(-1.0, 98000.0]"
1473,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1474,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1475,,,
1476,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1477,950000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1478,,,
1479,389900.0,330000.0-440000.0,"(389720.0, 432500.0]"
1480,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1481,389000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1482,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1483,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1484,240000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1485,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1486,265000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1487,535000.0,440000.0-550000.0,"(489632.0, 545000.0]"
